"u_id","u_gender","u_age","u_weekly_utilisation","u_sub_utilisation","u_format_pref","u_genre_pref","u_rating_given","u_other_sub","u_plan","u_occupation","baseline_score","treated","treatment_score","total_score","resub"
8700,2,5,1,0.46,1,1,1.06,1,1,4,414.894874051873,1,319.689759120002,734.584633171875,1
8701,2,1,4,0.63,2,1,1.86,0,2,1,886.994874051873,1,272.585506337414,1159.58038038929,1
8702,1,3,5,0.38,2,6,0.14,1,1,2,578.494874051873,0,0,578.494874051873,1
8703,2,2,4,0.51,1,1,2.73,1,2,2,899.894874051873,0,0,899.894874051873,1
8704,2,4,2,0.69,2,7,3.64,1,2,4,558.794874051873,0,0,558.794874051873,1
8705,2,6,3,0.38,2,2,4.09,1,2,5,655.994874051873,1,87.166798237458,743.161672289331,1
8706,1,3,6,0.42,2,5,0.02,0,2,4,857.694874051873,1,197.777081661368,1055.47195571324,1
8707,2,4,3,0.34,2,5,3.97,0,2,3,639.794874051873,0,0,639.794874051873,1
8708,2,2,3,0.33,2,7,3.21,1,1,4,615.494874051873,0,0,615.494874051873,1
8709,1,1,3,0.24,1,6,3.02,0,1,1,749.294874051873,0,0,749.294874051873,1
8710,2,3,6,0.63,3,2,3.46,1,1,2,891.994874051873,0,0,891.994874051873,1
8711,1,3,2,0.71,2,5,4.05,0,1,4,586.894874051873,1,294.553764581082,881.448638632955,1
8712,1,1,7,0.44,2,6,0.81,0,2,1,1074.79487405187,1,246.267696286105,1321.06257033798,1
8713,2,1,1,0.74,2,5,4.6,1,1,1,508.294874051873,1,394.165955910058,902.460829961931,1
8714,1,2,5,0.22,1,3,4,1,2,2,960.694874051873,1,178.112026651963,1138.80690070384,1
8715,2,4,5,0.85,3,2,2.23,1,1,3,744.094874051873,0,0,744.094874051873,1
8716,1,4,5,0.37,2,6,4.26,1,1,3,783.194874051873,1,214.891588885389,998.086462937262,1
8717,2,5,1,0.21,2,7,4.1,0,2,3,399.394874051873,1,83.1351949214473,482.53006897332,1
8718,1,6,4,0.55,1,6,2.66,0,2,5,876.594874051873,0,0,876.594874051873,1
8719,2,3,4,0.18,2,5,4.19,0,2,2,744.994874051873,0,0,744.994874051873,1
8720,1,3,1,0.37,1,5,4.94,0,2,4,622.194874051873,0,0,622.194874051873,0
8721,1,3,4,0.76,2,1,3,0,2,2,840.894874051873,1,85.3974916820571,926.29236573393,1
8722,2,5,2,0.9,1,3,2.46,1,2,4,627.094874051873,1,178.586474155243,805.681348207115,1
8723,2,3,4,0.12,1,7,0.74,0,2,4,724.694874051873,0,0,724.694874051873,1
8724,1,3,3,0.79,2,7,2.7,0,2,3,634.794874051873,0,0,634.794874051873,1
8725,1,4,6,0.82,2,4,0.6,1,2,3,903.694874051873,1,149.681325164505,1053.37619921638,1
8726,2,2,1,0.3,1,6,0.09,0,1,3,320.594874051873,0,0,320.594874051873,0
8727,2,4,7,0.57,2,4,4.31,0,2,3,1226.69487405187,1,74.1096782779254,1300.8045523298,1
8728,1,2,5,0.08,1,5,3.61,1,1,2,872.994874051873,1,309.176641976114,1182.17151602799,1
8729,1,4,3,0.78,1,4,2.93,0,2,4,884.994874051873,1,162.544799343813,1047.53967339569,1
8730,1,2,1,0.5,2,1,0.92,1,2,2,363.094874051873,1,234.00003944884,597.094913500713,1
8731,2,4,6,0.54,1,1,2.56,1,1,3,1015.29487405187,1,208.609871264253,1223.90474531613,0
8732,1,2,1,0.75,2,6,0.6,1,2,4,359.594874051873,0,0,359.594874051873,0
8733,1,3,2,0.01,1,4,2.2,1,1,2,468.394874051873,0,0,468.394874051873,1
8734,2,5,2,0.72,1,1,4.7,0,1,3,740.694874051873,0,0,740.694874051873,1
8735,1,2,6,0.7,1,5,0.12,0,2,2,999.094874051873,0,0,999.094874051873,1
8736,2,2,4,0.5,1,2,2.79,0,2,2,876.594874051873,1,97.8810036807966,974.47587773267,1
8737,1,4,5,0.4,1,3,3.4,1,1,3,844.094874051873,0,0,844.094874051873,1
8738,1,3,0,0.03,1,1,1.92,1,2,2,276.994874051873,1,130.279970187516,407.274844239389,1
8739,1,2,4,0.04,2,1,1.78,1,2,3,691.294874051873,1,198.68604925801,889.980923309883,1
8740,1,3,1,0.26,2,2,0.28,1,2,3,159.894874051873,1,93.0258042678209,252.920678319694,0
8741,1,6,0,0.28,2,2,4.61,0,2,5,378.994874051873,1,44.5988948106704,423.593768862543,1
8742,1,2,4,0,1,4,2.69,0,2,2,886.594874051873,1,161.810513367516,1048.40538741939,1
8743,2,1,7,0.99,1,2,1.13,0,1,1,1212.29487405187,0,0,1212.29487405187,1
8744,1,3,5,0.49,2,3,3.88,1,1,2,779.794874051873,0,0,779.794874051873,1
8745,1,4,0,0.08,3,7,0.78,1,2,4,106.494874051873,0,0,106.494874051873,0
8746,1,3,0,0.28,1,2,0.28,0,2,3,202.494874051873,1,35.0081508173742,237.503024869247,0
8747,1,3,0,0.29,2,4,2.33,1,1,3,181.294874051873,0,0,181.294874051873,0
8748,2,2,2,0.3,2,6,3.95,0,2,2,578.594874051873,0,0,578.594874051873,1
8749,1,3,4,0.3,1,1,3.3,1,1,3,791.094874051873,1,198.629446538852,989.724320590725,1
8750,1,2,2,0.54,1,4,0.41,1,2,4,617.794874051873,0,0,617.794874051873,0
8751,1,2,1,0.49,2,6,3.92,0,1,3,436.794874051873,0,0,436.794874051873,1
8752,2,3,2,0.11,2,6,0.61,0,1,3,276.894874051873,1,149.492510385053,426.387384436926,1
8753,2,3,2,0.5,2,3,2.35,0,1,2,414.594874051873,0,0,414.594874051873,1
8754,1,6,2,0.09,2,7,1.27,1,1,3,252.294874051873,0,0,252.294874051873,0
8755,1,2,2,0.32,3,7,1.27,1,2,3,392.194874051873,0,0,392.194874051873,1
8756,1,6,3,0.55,1,6,3.28,1,1,5,687.594874051873,0,0,687.594874051873,1
8757,1,3,0,0.09,3,5,3.24,0,1,4,235.794874051873,0,0,235.794874051873,0
8758,2,3,6,0.66,1,4,1.93,0,1,3,1054.39487405187,1,143.564422153954,1197.95929620583,1
8759,2,2,5,0.13,1,4,2.64,1,2,3,960.994874051873,0,0,960.994874051873,1
8760,2,3,0,0.14,2,6,4.77,1,1,4,263.794874051873,0,0,263.794874051873,0
8761,1,2,5,0.29,1,4,0.2,0,1,3,864.794874051873,0,0,864.794874051873,1
8762,2,3,5,0.68,2,7,1.83,0,2,2,806.994874051873,0,0,806.994874051873,1
8763,2,3,0,0.64,3,1,0.28,0,2,2,229.294874051873,1,88.3509884354412,317.645862487314,0
8764,2,2,5,0.26,2,2,0.16,0,2,2,728.894874051873,0,0,728.894874051873,1
8765,1,3,5,0.88,2,1,3.43,1,1,3,887.994874051873,1,199.324114070648,1087.31898812252,1
8766,1,3,6,0.1,3,2,1.89,1,2,3,794.594874051873,1,111.234173453321,905.829047505194,1
8767,1,1,3,0.68,2,1,4.76,0,1,1,873.494874051873,1,326.464744893074,1199.95961894495,1
8768,1,6,1,0.74,1,1,4.17,0,1,3,601.794874051873,0,0,601.794874051873,0
8769,1,3,5,0.81,1,1,0.39,0,1,3,881.894874051873,1,163.766370283356,1045.66124433523,1
8770,1,3,4,0.61,2,5,4.15,1,1,2,693.894874051873,0,0,693.894874051873,1
8771,2,3,4,0.02,1,5,4.37,0,1,2,783.194874051873,0,0,783.194874051873,1
8772,2,3,0,0.3,2,1,4.07,0,2,3,374.594874051873,0,0,374.594874051873,0
8773,2,2,5,0.06,1,6,2.46,0,2,2,917.894874051873,0,0,917.894874051873,1
8774,1,2,2,0.09,1,6,1.18,1,1,3,407.794874051873,0,0,407.794874051873,0
8775,1,3,1,0.77,2,5,4.64,0,2,2,499.194874051873,1,91.2492132251345,590.444087277007,1
8776,1,2,3,0.82,2,7,4.65,0,1,3,746.194874051873,1,242.133126309339,988.328000361212,1
8777,1,3,3,0.42,2,3,2.46,0,1,4,584.694874051873,1,224.656166027752,809.351040079625,1
8778,1,5,0,0.81,2,2,0.94,0,1,2,154.394874051873,1,104.465174888619,258.860048940492,0
8779,2,2,6,0.75,1,1,1.04,1,2,2,1076.59487405187,0,0,1076.59487405187,1
8780,1,3,7,0.75,2,6,2.4,0,2,2,1074.59487405187,0,0,1074.59487405187,1
8781,1,2,1,0.21,2,5,1.7,1,1,3,234.394874051873,1,261.957913611574,496.352787663447,1
8782,2,1,7,0.75,2,5,1.99,1,2,1,1119.09487405187,1,301.143362802446,1420.23823685432,1
8783,1,1,4,0.29,2,1,1.88,0,1,1,793.794874051873,0,0,793.794874051873,1
8784,1,3,3,0.54,1,3,0.67,0,2,4,660.794874051873,1,133.59280738131,794.387681433183,1
8785,1,2,1,0.78,1,6,1.15,0,2,3,485.994874051873,0,0,485.994874051873,1
8786,2,3,2,0.12,1,7,1.78,0,1,3,436.694874051873,0,0,436.694874051873,1
8787,1,2,4,0.92,1,1,4.84,1,2,4,1118.69487405187,0,0,1118.69487405187,1
8788,2,3,2,0.9,2,3,0.41,0,2,2,419.594874051873,1,-3.57908559318581,416.015788458687,1
8789,2,3,2,0.2,2,1,3.99,0,1,2,537.594874051873,1,136.93784914086,674.532723192733,1
8790,1,2,2,1,1,4,3.47,0,2,4,885.594874051873,1,267.454619100023,1153.0494931519,1
8791,2,4,3,0.17,2,2,3.84,1,2,3,556.194874051873,1,69.8160856441133,626.010959695986,1
8792,2,2,5,0.59,1,4,3.9,1,2,3,1083.79487405187,0,0,1083.79487405187,1
8793,2,3,4,0.18,3,3,0.75,0,2,2,572.994874051873,1,59.6046033566711,632.599477408544,1
8794,1,4,1,0.74,1,2,4.11,0,1,3,518.794874051873,1,107.226960621769,626.021834673642,1
8795,2,1,4,0.99,3,6,3.39,0,1,1,880.294874051873,0,0,880.294874051873,1
8796,1,3,7,0.95,2,2,1.21,0,2,4,1101.09487405187,0,0,1101.09487405187,1
8797,2,3,4,0.49,2,2,4.38,1,1,3,689.794874051873,0,0,689.794874051873,1
8798,1,4,1,0.57,1,5,1.47,1,2,3,359.694874051873,0,0,359.694874051873,0
8799,1,3,5,0.56,2,4,4.38,0,1,3,948.894874051873,1,156.786583990432,1105.6814580423,1
8800,1,2,4,0.69,1,6,2.65,0,1,3,844.294874051873,0,0,844.294874051873,1
8801,1,3,3,0.57,2,2,2.17,1,2,3,524.694874051873,1,126.1842475832,650.879121635073,1
8802,1,3,0,0.32,1,5,2.29,1,2,3,253.194874051873,0,0,253.194874051873,0
8803,1,4,1,0.51,1,7,1.89,0,2,4,487.894874051873,1,188.695450407246,676.590324459119,1
8804,1,3,4,0.43,3,4,2.87,0,2,4,851.494874051873,0,0,851.494874051873,1
8805,2,3,2,0.12,2,2,3.89,1,1,2,387.194874051873,0,0,387.194874051873,1
8806,1,1,2,0.3,2,2,0.2,1,2,1,396.094874051873,1,276.583760810587,672.67863486246,1
8807,1,3,5,0.41,2,7,1.13,0,2,3,736.894874051873,0,0,736.894874051873,1
8808,1,3,5,0.39,2,1,2.46,0,2,3,880.794874051873,0,0,880.794874051873,1
8809,2,1,7,0.85,2,7,0.43,0,1,1,1059.09487405187,0,0,1059.09487405187,1
8810,1,1,5,0.08,1,2,4.69,0,2,1,1091.99487405187,1,207.081766503992,1299.07664055587,1
8811,1,6,5,0.69,1,1,0.72,1,1,5,887.794874051873,1,223.577207740283,1111.37208179216,1
8812,2,4,4,0.72,1,2,0.99,0,1,3,705.194874051873,0,0,705.194874051873,1
8813,1,2,4,0.72,3,6,2.58,0,1,3,744.694874051873,0,0,744.694874051873,1
8814,1,2,1,0.7,2,5,0.09,0,2,3,322.594874051873,1,109.006731742995,431.601605794868,1
8815,2,2,2,0.93,3,1,0.82,0,2,4,643.994874051873,0,0,643.994874051873,1
8816,2,2,2,0.45,1,7,1.59,1,2,2,525.094874051873,0,0,525.094874051873,1
8817,1,2,3,0.33,1,1,1.34,1,1,4,701.994874051873,1,378.063363271481,1080.05823732335,1
8818,1,4,5,0.26,2,5,3.27,0,1,3,774.394874051873,1,162.509734832418,936.904608884291,1
8819,1,2,6,0.42,1,6,3.45,1,1,4,1084.19487405187,1,379.68838141237,1463.88325546424,1
8820,2,3,3,0.43,2,1,3.45,0,2,4,765.494874051873,1,216.302914619753,981.797788671626,1
8821,2,2,3,0.56,2,3,2.69,1,2,2,609.394874051873,1,170.197878538838,779.592752590711,1
8822,2,1,0,0.41,1,4,2.47,1,2,1,473.894874051873,1,317.9971105658,791.891984617673,1
8823,1,2,0,0.59,2,5,2.89,0,1,2,283.294874051873,1,240.736712359448,524.031586411321,1
8824,1,2,4,0.41,1,2,4.84,0,2,3,967.394874051873,1,107.330212655395,1074.72508670727,1
8825,1,3,6,0.12,1,3,3.97,0,1,2,1006.19487405187,1,123.272305105876,1129.46717915775,1
8826,1,2,0,0.37,2,7,4.61,1,2,4,395.694874051873,0,0,395.694874051873,1
8827,2,3,4,0.67,2,7,3.88,0,2,3,793.194874051873,0,0,793.194874051873,1
8828,1,3,0,0.59,1,6,3.89,1,1,4,378.294874051873,0,0,378.294874051873,0
8829,1,3,3,0.78,2,6,0.59,1,2,4,532.994874051873,0,0,532.994874051873,0
8830,1,3,5,0.84,1,1,2.67,1,2,3,994.794874051873,0,0,994.794874051873,1
8831,2,3,2,0.98,1,2,4.15,1,2,2,661.994874051873,0,0,661.994874051873,1
8832,2,2,2,0.19,1,3,1.88,1,2,3,505.794874051873,0,0,505.794874051873,1
8833,2,2,7,0.58,1,7,0.49,0,1,4,1126.99487405187,0,0,1126.99487405187,1
8834,2,2,6,0.97,1,6,2.83,0,2,3,1169.69487405187,1,146.909760118805,1316.60463417068,1
8835,2,2,4,0.21,1,2,3.02,0,2,4,910.394874051873,1,216.483946375071,1126.87882042694,1
8836,1,3,7,0.85,1,3,0.14,1,1,2,969.594874051873,1,163.646284506573,1133.24115855845,1
8837,1,4,5,0.67,1,5,3.66,0,2,3,997.194874051873,1,37.0901428256049,1034.28501687748,1
8838,1,5,5,0.63,1,2,1.88,1,2,3,847.994874051873,0,0,847.994874051873,0
8839,1,3,5,0.91,2,7,4.1,0,1,3,900.394874051873,1,184.520237404423,1084.9151114563,1
8840,1,6,1,0.5,1,5,0.58,0,1,3,311.094874051873,0,0,311.094874051873,0
8841,1,4,4,0.36,1,7,4.91,1,2,4,909.394874051873,0,0,909.394874051873,1
8842,1,3,3,0.13,3,2,2.15,0,1,2,471.494874051873,0,0,471.494874051873,1
8843,1,4,0,0.33,1,4,3.67,1,1,3,353.494874051873,0,0,353.494874051873,0
8844,2,3,3,0.93,2,3,2.88,0,1,3,611.994874051873,1,75.7018790266278,687.696753078501,1
8845,2,2,0,0.31,2,6,3.86,1,2,2,290.394874051873,1,233.340958062148,523.735832114021,1
8846,2,3,1,0,1,3,4.69,1,2,2,446.594874051873,0,0,446.594874051873,1
8847,2,5,7,0.97,2,3,1.86,0,2,3,1076.19487405187,0,0,1076.19487405187,1
8848,1,3,3,0.95,1,3,1.01,1,2,3,616.094874051873,1,101.883261035912,717.978135087784,1
8849,1,3,5,0.15,1,2,2.75,1,1,3,779.094874051873,1,183.937297955885,963.032172007758,1
8850,1,4,1,0.06,1,1,2.2,0,2,3,464.894874051873,0,0,464.894874051873,1
8851,2,2,4,0.82,2,3,3.38,1,2,3,792.694874051873,0,0,792.694874051873,1
8852,1,3,5,0.83,2,5,1.83,1,2,4,831.494874051873,0,0,831.494874051873,1
8853,1,2,7,0.11,1,7,1.04,0,1,3,1033.39487405187,0,0,1033.39487405187,1
8854,2,3,4,0.92,2,4,1.85,1,2,4,809.194874051873,0,0,809.194874051873,1
8855,1,2,2,0.06,3,3,2.88,0,1,4,503.894874051873,0,0,503.894874051873,1
8856,1,3,7,0.48,1,5,1.3,0,2,4,1144.49487405187,0,0,1144.49487405187,1
8857,2,3,7,0.76,1,7,3.09,1,1,2,1105.39487405187,0,0,1105.39487405187,1
8858,2,2,4,0.56,2,3,4.68,0,1,3,828.894874051873,1,210.917937441743,1039.81281149362,1
8859,2,5,2,0.56,1,4,3.29,0,2,4,759.394874051873,0,0,759.394874051873,1
8860,1,3,1,0.92,2,7,0.86,1,2,3,274.694874051873,1,129.971381171742,404.666255223614,1
8861,2,3,1,0.5,1,3,3.52,0,2,3,508.094874051873,0,0,508.094874051873,1
8862,1,3,1,0.2,1,3,0.39,1,2,2,257.594874051873,1,91.0140980658024,348.608972117675,0
8863,1,3,7,0.51,3,1,4.8,0,1,3,1193.39487405187,1,195.87280283168,1389.26767688355,1
8864,1,3,1,0.08,2,3,2.83,1,1,3,213.994874051873,1,183.904928854796,397.899802906669,0
8865,1,2,5,0.8,2,5,4.68,0,1,3,975.094874051873,1,201.876185014955,1176.97105906683,1
8866,2,3,4,0.45,2,5,2.61,1,1,2,596.094874051873,1,195.539510885217,791.63438493709,1
8867,1,2,4,0.57,1,5,3.22,0,2,2,907.194874051873,1,171.018640306788,1078.21351435866,1
8868,1,3,7,0.65,1,2,1.19,0,1,4,1111.09487405187,1,215.091707158289,1326.18658121016,0
8869,2,3,4,0.97,1,3,2.74,1,2,4,880.194874051873,0,0,880.194874051873,1
8870,1,2,3,0.4,1,3,3.72,1,2,2,740.094874051873,0,0,740.094874051873,1
8871,1,2,6,0.37,2,6,2.03,0,2,2,951.694874051873,0,0,951.694874051873,1
8872,1,5,5,0.01,2,5,3.54,1,1,3,700.394874051873,0,0,700.394874051873,0
8873,2,2,3,0.48,1,1,1.52,0,1,3,725.494874051873,0,0,725.494874051873,1
8874,1,4,1,0.02,2,1,4.39,1,2,3,414.194874051873,0,0,414.194874051873,1
8875,1,3,2,0.19,1,2,2.9,1,2,3,496.794874051873,0,0,496.794874051873,1
8876,2,1,7,0.06,2,3,2.77,0,1,1,1073.39487405187,1,239.049434267149,1312.44430831902,1
8877,1,3,4,0.85,1,1,4.99,1,1,2,947.094874051873,1,216.38034712163,1163.4752211735,1
8878,1,4,4,0.68,1,1,0.76,0,1,2,768.494874051873,1,179.183534265083,947.678408316956,1
8879,2,4,3,0.64,2,1,3.54,1,1,2,632.294874051873,0,0,632.294874051873,1
8880,2,4,2,0.53,3,5,2.85,0,2,3,493.494874051873,0,0,493.494874051873,1
8881,1,1,4,0.24,1,6,1.34,0,2,1,830.294874051873,1,245.637527575009,1075.93240162688,1
8882,1,3,4,0.34,1,3,0.63,0,2,3,687.794874051873,0,0,687.794874051873,1
8883,1,3,2,0.06,1,7,2.52,0,1,3,465.894874051873,1,156.070656470994,621.965530522867,1
8884,2,3,2,0.95,1,5,2.27,1,1,4,574.094874051873,1,308.585172989226,882.680047041099,1
8885,1,1,3,0.21,1,4,1.94,1,2,1,766.394874051873,1,320.26677589583,1086.6616499477,1
8886,1,3,5,0.88,2,5,4.14,0,1,3,898.494874051873,1,191.175493752251,1089.67036780412,1
8887,2,3,5,0.14,3,1,3.05,0,1,2,827.794874051873,0,0,827.794874051873,1
8888,2,3,7,0.21,3,5,2.81,1,1,3,919.894874051873,0,0,919.894874051873,1
8889,1,3,6,0.03,3,5,3.32,1,2,3,856.994874051873,1,164.972401205636,1021.96727525751,1
8890,2,6,3,0.04,1,2,0.28,1,1,3,411.294874051873,1,181.862685755596,593.157559807469,1
8891,2,4,4,0.26,1,5,3.9,1,2,4,845.894874051873,0,0,845.894874051873,1
8892,1,2,5,0.8,1,2,1.81,1,1,3,876.594874051873,0,0,876.594874051873,1
8893,1,2,4,0.23,1,4,0.15,0,1,3,739.494874051873,1,259.820489980767,999.315364032639,1
8894,2,2,7,0.79,1,1,1.47,1,1,3,1168.29487405187,1,308.228856327572,1476.52373037944,0
8895,2,1,3,0.06,1,6,1.66,0,2,1,707.894874051873,0,0,707.894874051873,1
8896,2,2,1,0.18,1,5,2.43,0,1,2,421.994874051873,1,246.214612905497,668.20948695737,1
8897,2,3,5,0.37,2,3,3.83,0,1,2,816.694874051873,0,0,816.694874051873,1
8898,1,2,7,0.86,1,2,0.81,0,2,4,1229.39487405187,0,0,1229.39487405187,1
8899,1,2,4,0.7,2,2,4.21,1,2,3,818.594874051873,0,0,818.594874051873,1
8900,2,3,6,0.15,1,6,4.43,0,1,3,1033.09487405187,0,0,1033.09487405187,1
8901,1,3,5,0.74,1,3,4.66,1,2,2,1001.29487405187,0,0,1001.29487405187,1
8902,1,2,5,0.95,2,3,3.77,0,2,4,1059.09487405187,0,0,1059.09487405187,1
8903,2,2,3,0.63,1,4,2.57,0,2,3,847.494874051873,0,0,847.494874051873,1
8904,2,3,0,0.33,1,1,4.3,1,1,2,384.994874051873,1,204.848771006261,589.843645058134,1
8905,1,1,1,0.03,3,7,4.84,1,1,1,427.994874051873,0,0,427.994874051873,1
8906,1,3,5,0.83,1,1,0.45,1,1,3,832.494874051873,1,238.222316028296,1070.71719008017,0
8907,2,3,5,0.16,2,5,1.23,1,1,4,664.394874051873,1,313.586992526528,977.981866578401,1
8908,1,2,5,0.86,1,3,3.86,0,1,2,1041.89487405187,0,0,1041.89487405187,1
8909,1,2,2,0.55,3,1,0.01,1,1,2,389.094874051873,0,0,389.094874051873,1
8910,2,3,3,0.53,3,3,0.81,1,1,2,401.494874051873,1,179.778370930795,581.273244982668,1
8911,2,4,5,0.36,1,4,3.04,1,1,4,960.894874051873,0,0,960.894874051873,1
8912,2,1,7,0.09,1,6,0.34,1,2,1,1050.79487405187,1,338.215011455425,1389.0098855073,1
8913,2,3,1,0.36,1,1,3.46,0,2,2,566.894874051873,0,0,566.894874051873,1
8914,1,2,3,0.44,1,2,2.26,0,1,3,677.294874051873,1,189.545168974188,866.840043026061,1
8915,1,2,4,0.98,3,5,4.31,1,2,3,859.994874051873,1,236.733928214755,1096.72880226663,1
8916,2,2,2,0.08,3,7,2.38,1,2,3,416.494874051873,0,0,416.494874051873,1
8917,2,1,0,0.71,1,4,2.9,0,1,1,539.394874051873,1,316.884196586854,856.279070638727,1
8918,2,2,1,0.8,2,4,1.57,1,2,3,434.594874051873,1,228.28832745162,662.883201503493,1
8919,1,3,5,0.15,2,2,0.86,0,1,2,639.594874051873,0,0,639.594874051873,1
8920,1,3,0,0.46,3,2,3.28,1,2,2,220.894874051873,1,87.9897420790861,308.884616130959,0
8921,2,3,4,0.28,2,1,0.56,1,1,2,551.494874051873,0,0,551.494874051873,1
8922,2,2,2,0.83,1,2,0.61,0,2,3,580.494874051873,1,104.25517361442,684.750047666293,1
8923,1,3,4,0.63,1,1,4.14,0,1,2,930.994874051873,1,150.860945013743,1081.85581906562,1
8924,1,4,4,0.72,2,2,3.45,1,2,4,783.194874051873,1,165.91983884839,949.114712900263,1
8925,1,1,1,0.02,2,1,1.82,0,1,1,410.694874051873,0,0,410.694874051873,1
8926,1,5,6,1,1,6,4.74,0,1,3,1159.09487405187,1,170.053435725375,1329.14830977725,1
8927,2,3,3,0.67,1,6,3.11,1,2,3,684.694874051873,0,0,684.694874051873,1
8928,1,3,4,0.83,1,3,2.27,0,2,3,833.494874051873,1,69.8459811168018,903.340855168675,1
8929,2,3,2,0.26,2,5,4.41,1,2,4,541.394874051873,1,286.524308686459,827.919182738332,1
8930,1,2,2,0.28,1,4,2.38,1,1,2,572.494874051873,0,0,572.494874051873,1
8931,2,1,0,0.11,2,7,4.08,1,1,1,285.394874051873,1,399.783508353147,685.17838240502,1
8932,2,3,6,0.09,1,3,3.67,0,1,2,987.294874051873,1,90.6444456735926,1077.93931972547,0
8933,2,4,5,0.57,1,1,0.71,0,1,4,926.694874051873,1,253.820616073595,1180.51549012547,1
8934,1,3,7,0.01,1,2,4.24,1,1,2,1065.39487405187,0,0,1065.39487405187,1
8935,2,1,7,0.25,2,5,4.03,1,1,1,1106.09487405187,0,0,1106.09487405187,1
8936,1,6,7,0.28,2,6,0.4,1,2,5,918.494874051873,0,0,918.494874051873,1
8937,2,3,3,0.48,2,5,3.94,0,1,3,606.494874051873,1,139.961427001654,746.456301053527,1
8938,2,3,2,0.41,1,3,0.18,0,2,3,444.394874051873,0,0,444.394874051873,1
8939,2,4,2,0.1,3,3,2.01,0,2,3,395.594874051873,1,41.6691930985338,437.264067150407,1
8940,2,3,7,0.77,2,3,2.81,1,2,2,1042.69487405187,0,0,1042.69487405187,0
8941,1,3,2,0.87,1,4,2.73,0,1,2,661.694874051873,1,195.853602963307,857.54847701518,1
8942,1,3,6,0.33,2,4,3.97,1,1,3,958.494874051873,0,0,958.494874051873,1
8943,2,3,1,0.6,1,3,0.2,0,2,4,415.094874051873,0,0,415.094874051873,1
8944,1,2,5,0.74,1,5,1.1,0,2,3,938.294874051873,0,0,938.294874051873,1
8945,1,3,2,0.86,2,3,4.76,1,1,3,526.894874051873,1,175.485813161046,702.380687212918,1
8946,1,2,2,0.8,1,1,3.77,1,2,3,759.594874051873,1,264.885775047646,1024.48064909952,0
8947,2,5,6,0.4,1,5,0.11,0,2,4,959.594874051873,1,166.956805121612,1126.55167917348,1
8948,1,3,5,0.62,2,1,2.71,1,1,2,818.194874051873,1,231.010717099887,1049.20559115176,1
8949,1,3,7,0.81,2,5,4.78,1,1,3,1096.39487405187,0,0,1096.39487405187,1
8950,1,4,0,0.87,2,6,2.16,1,2,3,218.194874051873,0,0,218.194874051873,0
8951,1,5,0,0.65,2,7,2.72,1,1,3,167.594874051873,0,0,167.594874051873,1
8952,2,3,4,0.54,2,2,2.9,1,1,4,682.294874051873,1,267.424534696311,949.719408748184,1
8953,1,3,7,0.77,3,2,2.39,1,1,2,971.694874051873,0,0,971.694874051873,1
8954,1,2,2,0.81,1,2,0.14,0,2,3,554.394874051873,0,0,554.394874051873,0
8955,1,2,3,0.45,1,2,0.3,0,2,2,630.594874051873,1,137.852196616979,768.447070668852,0
8956,1,1,3,0.69,3,6,4.43,0,1,1,778.294874051873,1,306.652827286699,1084.94770133857,1
8957,1,5,5,0.48,1,4,0.17,0,1,3,827.994874051873,0,0,827.994874051873,1
8958,2,3,5,0.36,1,3,2.01,0,1,2,824.394874051873,0,0,824.394874051873,1
8959,2,2,4,0.44,1,3,3.24,0,2,3,891.294874051873,1,118.307475820276,1009.60234987215,1
8960,2,3,0,0.05,2,5,2.39,0,2,4,238.094874051873,1,184.077148962272,422.172023014145,1
8961,2,2,6,0.89,2,3,3.55,0,2,2,1095.29487405187,1,85.4606674404107,1180.75554149228,1
8962,2,3,1,0.71,1,2,1.59,0,2,3,438.894874051873,1,48.0236670013237,486.918541053197,1
8963,2,2,2,0.74,1,6,1.62,1,1,3,514.294874051873,0,0,514.294874051873,1
8964,2,3,6,0.16,1,1,3.79,1,1,3,1027.39487405187,1,176.627510724598,1204.02238477647,1
8965,1,2,6,0.06,2,3,2.84,0,1,2,901.894874051873,0,0,901.894874051873,1
8966,1,6,5,0.56,1,5,3.09,1,2,3,899.394874051873,0,0,899.394874051873,1
8967,2,2,4,0.05,3,1,2.28,0,1,2,722.594874051873,1,203.647003277374,926.241877329247,1
8968,1,3,0,0.61,2,6,3.42,1,1,3,197.394874051873,1,213.007560980359,410.402435032232,1
8969,2,5,0,0.06,1,3,2.3,1,1,4,229.894874051873,1,273.004396932531,502.899270984403,1
8970,1,3,6,0.64,2,6,1.15,1,1,3,777.794874051873,0,0,777.794874051873,1
8971,2,3,6,0.11,1,2,2.09,0,2,2,960.894874051873,0,0,960.894874051873,1
8972,1,3,1,0.07,2,3,0.38,1,1,2,90.1948740518729,1,185.859032416022,276.053906467895,0
8973,2,3,3,0.27,1,4,4.48,0,1,2,786.194874051873,0,0,786.194874051873,1
8974,2,6,7,0.39,1,2,1.57,0,2,3,1086.29487405187,0,0,1086.29487405187,1
8975,2,3,7,0.57,1,3,3.83,0,2,2,1222.69487405187,1,2.71103843324505,1225.40591248512,1
8976,1,2,7,0.38,1,3,1.95,1,1,3,1058.99487405187,0,0,1058.99487405187,1
8977,1,1,1,0.89,2,7,1.09,1,2,1,402.294874051873,0,0,402.294874051873,1
